DATE,FLIGHT,FROM,TO,FLIGHT_TIME,STD,ATD,STA,STATUS,STATUS_COLOR
02/05,VJ714,PQC,DAD,1h28m,09:30,09:57,11:15,Landed 18:24,green
02/05,VJ715,DAD,PQC,1h28m,07:10,07:21,08:55,Landed 15:49,green
02/05,VJ970,SIN,DAD,2h22m,03:15,03:18,06:10,Landed 12:40,green
02/05,VJ813,SGN,SIN,1h30m,00:10,00:28,02:15,Landed 09:58,green
01/05,VJ163,HAN,SGN,1h43m,14:25,14:41,16:35,Landed 23:24,green
01/05,VJ154,SGN,HAN,1h55m,11:45,11:50,13:55,Landed 20:44,green
01/05,VJ213,VII,SGN,1h23m,09:20,09:23,11:10,Landed 17:46,green
01/05,VJ214,SGN,VII,1h26m,07:00,07:21,08:50,Landed 15:47,green
01/05,VJ629,DAD,SGN,1h4m,03:50,03:44,05:15,Landed 11:48,green
01/05,VJ1634,SGN,DAD,58m,01:50,01:54,03:10,Landed 09:52,green
30/04,VJ812,SIN,SGN,1h37m,11:30,11:41,13:35,Landed 20:18,green
30/04,VJ983,PQC,SIN,1h49m,08:45,08:53,10:30,Landed 18:42,green
30/04,VJ984,SIN,PQC,1h33m,05:05,05:33,06:45,Landed 14:05,yellow
30/04,VJ811,SGN,SIN,1h39m,02:00,02:50,04:05,Landed 12:30,yellow
29/04,VJ3901,PVG,SGN,3h57m,18:15,18:57,22:25,Landed 05:54,yellow
29/04,VJ3900,SGN,PVG,3h35m,13:00,13:19,17:00,Landed 00:53,green
29/04,VJ814,SIN,SGN,1h47m,09:55,09:56,12:00,Landed 18:43,green
29/04,VJ973,DAD,SIN,2h27m,06:10,06:28,08:55,Landed 16:56,green
28/04,VJ989,PUS,DAD,4h23m,22:45,22:32,03:10,Landed 09:56,green
28/04,VJ988,DAD,PUS,3h40m,17:30,17:45,21:40,Landed 06:24,green
28/04,VJ8893,MFM,DAD,1h26m,14:28,14:28,15:54,Landed 22:54,red
28/04,VJ8892,DAD,MFM,1h29m,11:49,11:49,13:18,Landed 21:18,red
28/04,VJ8891,MFM,DAD,1h27m,07:59,07:59,09:26,Landed 16:26,red
28/04,VJ8890,DAD,MFM,1h28m,05:23,05:23,06:51,Landed 14:51,red
27/04,VJ879,ICN,DAD,4h34m,22:00,22:15,02:40,Landed 09:50,green
27/04,VJ878,DAD,ICN,4h9m,16:45,16:56,21:00,Landed 06:05,green
27/04,VJ714,PQC,DAD,1h22m,09:30,09:58,11:15,Landed 18:20,green
27/04,VJ715,DAD,PQC,1h27m,07:10,07:19,08:55,Landed 15:46,green
27/04,VJ970,SIN,DAD,2h25m,03:15,03:42,06:10,Landed 13:07,green
27/04,VJ813,SGN,SIN,1h38m,00:10,00:21,02:15,Landed 09:59,green
26/04,VJ3909,CAN,SGN,2h12m,18:30,19:28,21:10,Landed 04:40,yellow
26/04,VJ3908,SGN,CAN,2h31m,14:45,15:14,17:30,Landed 01:45,green
26/04,VJ812,SIN,SGN,1h42m,11:30,11:38,13:35,Landed 20:19,green
26/04,VJ983,PQC,SIN,1h40m,08:45,08:58,10:30,Landed 18:38,green
26/04,VJ984,SIN,PQC,1h26m,05:05,05:35,06:45,Landed 14:02,yellow
26/04,VJ811,SGN,SIN,1h39m,02:00,02:29,04:05,Landed 12:08,green
25/04,VJ3909,CAN,SGN,2h16m,18:30,18:57,21:10,Landed 04:13,green
25/04,VJ3908,SGN,CAN,2h35m,14:45,15:01,17:30,Landed 01:36,green
25/04,VJ812,SIN,SGN,1h38m,11:30,11:34,13:35,Landed 20:12,green
25/04,VJ983,PQC,SIN,1h40m,08:45,08:44,10:30,Landed 18:24,green
25/04,VJ984,SIN,PQC,1h32m,05:05,05:10,06:45,Landed 13:42,green
25/04,VJ811,SGN,SIN,1h38m,02:00,02:40,04:05,Landed 12:18,green
24/04,VJ123,HAN,SGN,1h41m,22:30,22:44,00:40,Landed 07:25,green
24/04,VJ154,SGN,HAN,1h49m,11:45,12:22,13:55,Landed 21:11,yellow
24/04,VJ253,THD,SGN,1h31m,09:10,09:33,11:10,Landed 18:04,green
24/04,VJ252,SGN,THD,1h40m,06:40,07:09,08:40,Landed 15:50,green
24/04,VJ627,DAD,SGN,1h12m,01:55,02:04,03:15,Landed 10:16,green
24/04,VJ628,SGN,DAD,57m,00:05,00:11,01:25,Landed 08:08,green
23/04,VJ159,HAN,SGN,1h42m,13:10,14:05,15:20,Landed 22:47,yellow
23/04,VJ152,SGN,HAN,2h1m,10:10,11:05,12:20,Landed 20:06,red
23/04,VJ633,DAD,SGN,1h5m,07:50,08:44,09:10,Landed 16:48,yellow
23/04,VJ636,SGN,DAD,1h2m,06:00,06:37,07:20,Landed 14:40,yellow
23/04,VJ629,DAD,SGN,1h4m,03:50,04:30,05:15,Landed 12:34,yellow
23/04,VJ630,SGN,DAD,1h1m,02:00,02:36,03:20,Landed 10:37,yellow
23/04,VJ625,DAD,SGN,1h6m,00:10,00:15,01:30,Landed 08:21,green
22/04,VJ8021,MNL,DAD,2h0m,20:07,20:07,22:07,Landed 05:07,red
22/04,VJ8020,DAD,MNL,2h6m,16:41,16:41,18:47,Landed 02:47,red
22/04,VJ646,SGN,DAD,58m,13:40,14:34,15:00,Landed 22:31,yellow
22/04,VJ273,HPH,SGN,1h50m,10:50,11:30,12:50,Landed 20:20,yellow
22/04,VJ7079,MFM,HPH,1h36m,08:39,08:39,10:15,Landed 17:15,red
22/04,VJ7078,HPH,MFM,1h47m,05:40,05:40,07:27,Landed 15:27,red
22/04,VJ272,SGN,HPH,1h58m,02:00,02:25,04:00,Landed 11:23,yellow
21/04,VJ121,HAN,SGN,1h43m,23:00,23:10,01:10,Landed 07:53,green
21/04,VJ7867,DYG,HAN,1h48m,13:02,13:02,14:50,Landed 21:50,red
21/04,VJ7866,HAN,DYG,1h53m,09:48,09:48,11:41,Landed 19:41,red
21/04,VJ959,FUK,HAN,4h20m,00:15,01:02,04:45,Landed 12:23,yellow
20/04,VJ958,HAN,FUK,3h46m,19:05,19:02,22:55,Landed 07:49,green
20/04,VJ949,RMQ,HAN,2h36m,10:00,10:06,12:50,Landed 19:41,green
20/04,VJ948,HAN,RMQ,2h7m,06:30,06:36,09:00,Landed 16:43,green
19/04,VJ981,PUS,HAN,4h6m,23:10,23:07,03:40,Landed 10:12,green
19/04,VJ982,HAN,PUS,3h41m,18:05,18:09,22:10,Landed 06:50,green
19/04,VJ150,SGN,HAN,1h49m,10:40,13:09,12:50,Landed 21:59,red
19/04,VJ141,HAN,SGN,1h44m,07:30,10:01,09:40,Landed 18:45,red
19/04,VJ510,DAD,HAN,1h10m,06:15,07:28,07:35,Landed 15:38,red
19/04,VJ507,HAN,DAD,1h7m,04:10,05:16,05:30,Landed 13:23,red
19/04,VJ524,DAD,HAN,1h10m,02:20,02:56,03:40,Landed 11:06,yellow
19/04,VJ503,HAN,DAD,1h7m,00:30,00:49,01:50,Landed 08:56,green
18/04,VJ26,VTE,HAN,53m,15:33,15:33,16:26,Landed 23:26,red
10/04,VJ25,HAN,VTE,55m,21:58,21:58,22:54,Landed 05:54,red
10/04,VJ7527,CAN,HAN,1h31m,18:10,18:49,20:05,Landed 03:19,green
10/04,VJ7526,HAN,CAN,1h24m,15:30,16:06,17:10,Landed 01:30,yellow
10/04,VJ496,BMV,HAN,1h33m,12:45,13:19,14:30,Landed 21:52,yellow
10/04,VJ495,HAN,BMV,1h25m,10:30,10:58,12:15,Landed 19:23,green
10/04,VJ454,PQC,HAN,1h54m,07:35,08:10,09:45,Landed 17:04,yellow
10/04,VJ451,HAN,PQC,1h47m,04:45,05:08,06:55,Landed 13:55,green
09/04,VJ981,PUS,HAN,4h38m,23:10,23:34,03:40,Landed 11:12,yellow
09/04,VJ982,HAN,PUS,3h31m,18:05,18:12,22:10,Landed 06:43,green
09/04,VJ949,RMQ,HAN,2h41m,10:00,10:14,12:50,Landed 19:55,green
09/04,VJ948,HAN,RMQ,2h16m,06:30,06:54,09:00,Landed 17:10,green
09/04,VJ564,HUI,HAN,56m,04:05,04:21,05:20,Landed 12:17,green
09/04,VJ563,HAN,HUI,53m,02:20,02:36,03:35,Landed 10:29,green
08/04,VJ7814,CEB,N/A,,21:58,21:58,,Unknown,
08/04,VJ7813,HAN,CEB,3h27m,17:15,17:15,20:42,Landed 04:42,red
08/04,VJ518,DAD,HAN,1h5m,13:45,13:58,15:05,Landed 22:03,green
08/04,VJ521,HAN,DAD,1h3m,11:45,11:57,13:05,Landed 20:00,green
08/04,VJ446,PQC,HAN,1h45m,07:00,08:09,09:05,Landed 16:53,red
08/04,VJ719,DAD,PQC,1h29m,04:40,04:57,06:25,Landed 13:26,green
08/04,VJ718,PQC,DAD,1h21m,02:25,02:39,04:10,Landed 11:00,green
08/04,VJ339,SGN,PQC,33m,00:50,01:07,01:50,Landed 08:40,green
07/04,VJ859,MNL,SGN,2h10m,19:00,19:08,21:35,Landed 04:18,green
07/04,VJ858,SGN,MNL,2h20m,15:25,15:39,18:10,Landed 01:59,green
07/04,VJ601,CXR,SGN,37m,09:05,09:50,10:10,Landed 17:28,yellow
06/04,VJ5141,SJW,CXR,4h2m,08:28,08:28,12:30,Landed 19:30,red
06/04,VJ5140,CXR,SJW,4h9m,03:09,03:09,07:18,Landed 15:18,red
05/04,VJ581,DAD,CXR,47m,23:20,23:22,00:25,Landed 07:09,green
04/04,VJ8893,MFM,DAD,1h31m,14:32,14:32,16:03,Landed 23:03,red
04/04,VJ8892,DAD,MFM,1h22m,11:54,11:54,13:15,Landed 21:15,red
04/04,VJ8891,MFM,DAD,1h35m,08:03,08:03,09:37,Landed 16:37,red
04/04,VJ8890,DAD,MFM,1h25m,05:27,05:27,06:52,Landed 14:52,red
04/04,VJ718,PQC,DAD,1h20m,02:35,02:47,04:20,Landed 11:07,green
04/04,VJ719,DAD,PQC,1h23m,00:15,00:21,02:00,Landed 08:45,green
03/04,VJ8021,MNL,DAD,2h2m,19:29,19:29,21:31,Landed 04:31,red
03/04,VJ8020,DAD,MNL,1h59m,16:11,16:11,18:10,Landed 02:10,red
03/04,VJ642,SGN,DAD,1h4m,11:30,11:45,12:50,Landed 19:50,green
03/04,VJ854,CGK,SGN,2h44m,06:30,06:59,09:40,Landed 16:43,green
03/04,VJ855,SGN,CGK,2h46m,02:35,03:00,05:30,Landed 12:46,yellow
02/04,VJ163,HAN,SGN,1h39m,14:25,15:50,16:35,Landed 00:28,red
02/04,VJ949,RMQ,HAN,2h58m,10:00,10:13,12:50,Landed 20:12,yellow
02/04,VJ948,HAN,RMQ,2h4m,06:30,06:44,09:00,Landed 16:47,green
01/04,VJ959,FUK,HAN,4h23m,23:55,23:57,04:25,Landed 11:20,green
01/04,VJ958,HAN,FUK,3h29m,19:05,19:03,22:55,Landed 07:32,green
01/04,VJ1158,SGN,HAN,1h47m,13:40,14:27,15:55,Landed 23:14,yellow
01/04,VJ1153,HAN,SGN,1h43m,11:05,11:19,13:10,Landed 20:02,green
01/04,VJ916,SIN,HAN,2h53m,06:55,07:03,10:25,Landed 16:56,green
01/04,VJ915,HAN,SIN,2h56m,02:35,02:46,05:55,Landed 13:42,green
31/03,VJ928,CGK,HAN,4h15m,07:00,07:20,11:15,Landed 18:36,yellow
31/03,VJ929,HAN,CGK,4h7m,01:40,02:03,06:00,Landed 13:10,green
30/03,VJ7527,CAN,HAN,1h34m,18:10,18:46,20:05,Landed 03:20,green
30/03,VJ7526,HAN,CAN,1h26m,15:30,15:44,17:10,Landed 01:10,green
30/03,VJ776,CXR,HAN,1h42m,11:20,11:56,13:10,Landed 20:38,yellow
30/03,VJ773,HAN,CXR,1h30m,09:00,09:42,10:50,Landed 18:12,yellow
30/03,VJ508,DAD,HAN,1h13m,07:05,07:25,08:25,Landed 15:38,green
30/03,VJ515,HAN,DAD,1h4m,05:10,05:22,06:30,Landed 13:26,green
29/03,VJ981,PUS,HAN,4h11m,23:10,23:28,03:40,Landed 10:39,green
29/03,VJ982,HAN,PUS,3h43m,18:05,18:15,22:10,Landed 06:57,green
29/03,VJ947,KHH,HAN,2h30m,10:50,10:53,13:35,Landed 20:22,green
29/03,VJ946,HAN,KHH,1h59m,07:35,07:52,09:50,Landed 17:51,green
29/03,VJ961,ICN,HAN,4h44m,02:05,02:06,06:35,Landed 13:50,green
28/03,VJ960,HAN,ICN,3h51m,18:40,18:49,22:55,Landed 07:40,green
28/03,VJ174,SGN,HAN,1h42m,14:45,15:14,16:55,Landed 23:56,green
28/03,VJ173,HAN,SGN,1h47m,12:05,12:23,14:15,Landed 21:09,green
28/03,VJ947,KHH,HAN,2h39m,08:15,08:07,11:05,Landed 17:46,green
28/03,VJ946,HAN,KHH,2h0m,04:45,05:03,07:15,Landed 15:02,green
27/03,VJ981,PUS,HAN,4h16m,23:10,23:16,04:00,Landed 10:31,green
27/03,VJ982,HAN,PUS,3h41m,18:00,18:07,21:55,Landed 06:48,green
27/03,VJ914,SAI,HAN,1h24m,12:05,12:12,13:50,Landed 20:35,green
27/03,VJ913,HAN,SAI,1h23m,09:20,09:57,11:05,Landed 18:20,green
27/03,VJ941,TPE,HAN,2h57m,04:10,05:06,07:10,Landed 15:02,red
27/03,VJ940,HAN,TPE,2h12m,00:35,01:03,03:10,Landed 11:15,green
26/03,VJ568,HUI,HAN,57m,14:00,14:31,15:15,Landed 22:28,green
26/03,VJ569,HAN,HUI,53m,12:15,12:39,13:30,Landed 20:32,green
26/03,VJ947,KHH,HAN,2h34m,08:15,08:29,11:05,Landed 18:03,green
26/03,VJ946,HAN,KHH,1h58m,04:45,05:19,07:15,Landed 15:18,green
25/03,VJ981,PUS,HAN,4h30m,23:10,23:24,04:00,Landed 10:53,green
25/03,VJ982,HAN,PUS,3h48m,18:00,18:11,21:55,Landed 06:58,green
25/03,VJ1440,PQC,HAN,1h55m,11:05,11:48,13:10,Landed 20:42,yellow
25/03,VJ1441,HAN,PQC,1h46m,08:30,09:03,10:35,Landed 17:49,green
25/03,VJ941,TPE,HAN,2h54m,04:10,04:55,07:10,Landed 14:49,yellow
25/03,VJ940,HAN,TPE,2h12m,00:35,00:59,03:10,Landed 11:12,green
24/03,VJ520,DAD,HAN,1h4m,14:35,14:55,15:55,Landed 22:59,green
24/03,VJ519,HAN,DAD,1h4m,12:45,13:02,14:05,Landed 21:05,green
24/03,VJ902,BKK,HAN,1h31m,08:05,08:43,10:00,Landed 17:14,green
24/03,VJ901,HAN,BKK,1h44m,05:15,05:25,07:05,Landed 14:10,green
23/03,VJ981,PUS,HAN,4h20m,23:10,23:15,04:00,Landed 10:34,green
23/03,VJ982,HAN,PUS,3h28m,18:00,18:25,21:55,Landed 06:53,green
23/03,VJ902,BKK,HAN,1h26m,08:05,08:29,10:00,Landed 16:55,green
23/03,VJ901,HAN,BKK,1h41m,05:15,05:36,07:05,Landed 14:17,green
22/03,VJ981,PUS,HAN,4h24m,23:10,23:10,04:00,Landed 10:33,green
22/03,VJ982,HAN,PUS,3h34m,18:00,18:03,21:55,Landed 06:37,green
22/03,VJ904,BKK,HAN,1h25m,11:35,12:01,13:25,Landed 20:26,green
22/03,VJ903,HAN,BKK,1h42m,08:50,09:09,10:40,Landed 17:52,green
22/03,VJ941,TPE,HAN,2h56m,04:10,04:39,07:10,Landed 14:34,yellow
22/03,VJ940,HAN,TPE,2h14m,00:35,01:07,03:10,Landed 11:21,green
21/03,VJ520,DAD,HAN,59m,14:55,15:59,16:15,Landed 23:59,yellow
21/03,VJ519,HAN,DAD,1h8m,13:05,13:58,14:25,Landed 22:05,yellow
21/03,VJ424,PXU,HAN,1h19m,11:00,11:24,12:35,Landed 19:43,green
21/03,VJ423,HAN,PXU,1h18m,08:55,09:09,10:30,Landed 17:27,green
21/03,VJ941,TPE,HAN,2h59m,04:10,04:45,07:10,Landed 14:44,yellow
21/03,VJ940,HAN,TPE,2h13m,00:35,00:59,03:10,Landed 11:12,green
20/03,VJ190,SGN,HAN,1h47m,12:50,13:32,15:00,Landed 22:19,yellow
20/03,VJ814,SIN,SGN,1h44m,08:55,09:40,11:05,Landed 18:24,yellow
20/03,VJ973,DAD,SIN,2h27m,05:05,06:04,08:00,Landed 16:31,yellow
20/03,VJ628,SGN,DAD,58m,02:45,03:59,04:05,Landed 11:58,red
20/03,VJ629,DAD,SGN,1h14m,00:50,00:59,02:15,Landed 09:13,green
19/03,VJ636,SGN,DAD,57m,16:00,16:51,17:20,Landed 00:48,yellow
19/03,VJ315,HUI,SGN,1h4m,14:05,14:39,15:30,Landed 22:43,green
19/03,VJ316,SGN,HUI,1h6m,12:10,12:39,13:35,Landed 20:45,green
19/03,VJ639,DAD,SGN,1h16m,10:15,10:20,11:40,Landed 18:36,green
19/03,VJ704,VCA,DAD,1h2m,08:00,08:12,09:30,Landed 16:15,green
19/03,VJ703,DAD,VCA,1h13m,06:00,06:08,07:30,Landed 14:22,green
19/03,VJ628,SGN,DAD,55m,02:45,03:36,04:05,Landed 11:31,yellow
19/03,VJ629,DAD,SGN,1h1m,00:50,01:05,02:15,Landed 09:06,green
18/03,VJ8893,MFM,DAD,1h27m,14:32,14:32,15:59,Landed 22:59,red
18/03,VJ8892,DAD,MFM,1h19m,11:53,11:53,13:12,Landed 21:12,red
18/03,VJ824,KUL,DAD,2h9m,06:30,07:21,09:10,Landed 16:30,yellow
18/03,VJ827,DAD,KUL,2h31m,02:50,03:40,05:30,Landed 14:11,yellow
18/03,VJ622,SGN,DAD,1h8m,00:20,01:22,01:40,Landed 09:30,red
17/03,VJ309,HUI,SGN,1h0m,11:30,11:44,12:55,Landed 19:44,green
17/03,VJ310,SGN,HUI,1h1m,09:35,09:54,11:00,Landed 17:55,green
17/03,VJ251,THD,SGN,1h43m,06:10,06:13,08:10,Landed 14:57,green
17/03,VJ248,SGN,THD,1h27m,03:40,03:50,05:40,Landed 12:17,green
16/03,VJ859,MNL,SGN,2h16m,19:45,19:57,22:30,Landed 05:13,green
16/03,VJ858,SGN,MNL,2h6m,16:05,16:31,18:50,Landed 02:37,green
16/03,VJ843,TPE,SGN,3h13m,11:00,11:26,14:25,Landed 21:39,green
16/03,VJ842,SGN,TPE,2h51m,06:35,07:09,10:00,Landed 18:00,green
15/03,VJ869,PUS,SGN,5h7m,23:00,23:19,04:40,Landed 11:25,green
15/03,VJ868,SGN,PUS,4h19m,17:05,17:24,21:55,Landed 06:43,green
15/03,VJ1832,VTE,SGN,1h49m,11:45,11:59,13:45,Landed 20:48,green
15/03,VJ1831,SGN,VTE,1h46m,09:00,09:21,10:45,Landed 18:07,yellow
15/03,VJ826,KUL,SGN,1h31m,05:35,05:55,07:30,Landed 14:26,green
15/03,VJ825,SGN,KUL,1h34m,02:40,03:04,04:35,Landed 12:39,green
15/03,VJ301,HUI,SGN,1h5m,00:25,00:33,01:50,Landed 08:38,green
14/03,VJ302,SGN,HUI,1h2m,22:30,22:41,23:55,Landed 06:43,green
14/03,VJ1603,CXR,SGN,36m,19:30,19:26,20:30,Landed 03:01,green
14/03,VJ5349,HGH,CXR,3h20m,13:50,13:50,,Landed 00:10,red
14/03,VJ5348,CXR,HGH,2h59m,09:16,09:16,12:15,Landed 20:15,red
13/03,VJ991,PUS,CXR,4h33m,22:35,23:04,03:35,Landed 10:37,green
13/03,VJ990,CXR,PUS,4h16m,17:05,17:13,21:30,Landed 06:28,green
11/03,VJ871,TAE,CXR,4h39m,22:50,22:44,04:00,Landed 10:24,green
11/03,VJ870,CXR,TAE,4h1m,17:20,17:42,21:50,Landed 06:42,green
11/03,VJ5531,MFM,CXR,1h56m,10:07,10:07,,Landed 19:03,red
11/03,VJ5530,CXR,MFM,1h40m,06:56,06:56,08:36,Landed 16:36,red
11/03,VJ775,HAN,CXR,1h35m,03:40,04:06,05:30,Landed 12:41,green
10/03,VJ176,SGN,HAN,1h41m,23:50,00:11,02:00,Landed 08:52,green
10/03,VJ1247,THD,SGN,1h40m,15:05,15:03,17:05,Landed 23:43,green
10/03,VJ1244,SGN,THD,1h33m,12:35,12:40,14:35,Landed 21:12,green
10/03,VJ253,THD,SGN,1h39m,08:50,09:38,10:50,Landed 18:17,yellow
